Time,hall_call_count,people_in
2025-11-01 17:00:00,1,0
2025-11-01 17:05:00,2,5
2025-11-01 17:10:00,0,0
2025-11-01 17:15:00,2,1
2025-11-01 17:20:00,1,2
2025-11-01 17:25:00,0,0
2025-11-01 17:30:00,1,0
2025-11-01 17:35:00,1,2
2025-11-01 17:40:00,2,2
2025-11-01 17:45:00,1,2
2025-11-01 17:50:00,2,2
2025-11-01 17:55:00,1,3
2025-11-01 18:00:00,0,0
2025-11-01 18:05:00,1,1
2025-11-01 18:10:00,0,0
2025-11-01 18:15:00,1,1
2025-11-01 18:20:00,2,2
2025-11-01 18:25:00,1,1
2025-11-01 18:30:00,2,3
2025-11-01 18:35:00,2,3
2025-11-01 18:40:00,4,6
2025-11-01 18:45:00,1,1
2025-11-01 18:50:00,1,2
2025-11-01 18:55:00,1,1
2025-11-01 19:00:00,0,0
2025-11-01 19:05:00,0,0
2025-11-01 19:10:00,0,0
2025-11-01 19:15:00,0,0
2025-11-01 19:20:00,1,2
2025-11-01 19:25:00,0,0
2025-11-01 19:30:00,0,0
2025-11-01 19:35:00,2,1
2025-11-01 19:40:00,2,4
2025-11-01 19:45:00,1,3
2025-11-01 19:50:00,0,0
2025-11-01 19:55:00,0,0
2025-11-01 20:00:00,0,0
2025-11-01 20:05:00,0,0
2025-11-01 20:10:00,0,0
2025-11-01 20:15:00,1,1
2025-11-01 20:20:00,1,2
2025-11-01 20:25:00,0,0
2025-11-01 20:30:00,0,0
2025-11-01 20:35:00,0,0
2025-11-01 20:40:00,0,0
2025-11-01 20:45:00,0,0
2025-11-01 20:50:00,2,2
2025-11-01 20:55:00,1,2
2025-11-01 21:00:00,0,0
2025-11-01 21:05:00,0,0
2025-11-01 21:10:00,0,0
2025-11-01 21:15:00,0,0
2025-11-01 21:20:00,0,0
2025-11-01 21:25:00,3,6
2025-11-01 21:30:00,0,0
2025-11-01 21:35:00,1,2
2025-11-01 21:40:00,0,0
2025-11-01 21:45:00,0,0
2025-11-01 21:50:00,0,0
2025-11-01 21:55:00,0,0
2025-11-01 22:00:00,1,3
2025-11-01 22:05:00,2,0
2025-11-01 22:10:00,3,6
2025-11-01 22:15:00,1,3
2025-11-01 22:20:00,0,0
2025-11-01 22:25:00,0,0
2025-11-01 22:30:00,0,0
2025-11-01 22:35:00,0,0
2025-11-01 22:40:00,0,0
2025-11-01 22:45:00,0,0
2025-11-01 22:50:00,0,0
2025-11-01 22:55:00,0,0
2025-11-01 23:00:00,0,0
2025-11-01 23:05:00,0,0
2025-11-01 23:10:00,0,0
2025-11-01 23:15:00,0,0
2025-11-01 23:20:00,0,0
2025-11-01 23:25:00,0,0
2025-11-01 23:30:00,0,0
2025-11-01 23:35:00,0,0
2025-11-01 23:40:00,0,0
2025-11-01 23:45:00,0,0
2025-11-01 23:50:00,0,0
2025-11-01 23:55:00,0,0
2025-11-02 00:00:00,0,0
2025-11-02 00:05:00,0,0
2025-11-02 00:10:00,0,0
2025-11-02 00:15:00,0,0
2025-11-02 00:20:00,1,2
2025-11-02 00:25:00,0,0
2025-11-02 00:30:00,0,0
2025-11-02 00:35:00,0,0
2025-11-02 00:40:00,0,0
2025-11-02 00:45:00,0,0
2025-11-02 00:50:00,0,0
2025-11-02 00:55:00,0,0
2025-11-02 01:00:00,0,0
2025-11-02 01:05:00,0,0
2025-11-02 01:10:00,0,0
2025-11-02 01:15:00,0,0
2025-11-02 01:20:00,0,0
2025-11-02 01:25:00,0,0
2025-11-02 01:30:00,0,0
2025-11-02 01:35:00,0,0
2025-11-02 01:40:00,0,0
2025-11-02 01:45:00,0,0
2025-11-02 01:50:00,0,0
2025-11-02 01:55:00,0,0
2025-11-02 02:00:00,0,0
2025-11-02 02:05:00,0,0
2025-11-02 02:10:00,0,0
2025-11-02 02:15:00,0,0
2025-11-02 02:20:00,0,0
2025-11-02 02:25:00,0,0
2025-11-02 02:30:00,0,0
2025-11-02 02:35:00,0,0
2025-11-02 02:40:00,0,0
2025-11-02 02:45:00,0,0
2025-11-02 02:50:00,0,0
2025-11-02 02:55:00,0,0
2025-11-02 03:00:00,0,0
2025-11-02 03:05:00,0,0
2025-11-02 03:10:00,0,0
2025-11-02 03:15:00,0,0
2025-11-02 03:20:00,0,0
2025-11-02 03:25:00,0,0
2025-11-02 03:30:00,0,0
2025-11-02 03:35:00,0,0
2025-11-02 03:40:00,0,0
2025-11-02 03:45:00,0,0
2025-11-02 03:50:00,0,0
2025-11-02 03:55:00,0,0
2025-11-02 04:00:00,0,0
2025-11-02 04:05:00,0,0
2025-11-02 04:10:00,0,0
2025-11-02 04:15:00,0,0
2025-11-02 04:20:00,0,0
2025-11-02 04:25:00,0,0
2025-11-02 04:30:00,0,0
2025-11-02 04:35:00,0,0
2025-11-02 04:40:00,0,0
2025-11-02 04:45:00,0,0
2025-11-02 04:50:00,0,0
2025-11-02 04:55:00,0,0
2025-11-02 05:00:00,6,4
2025-11-02 05:05:00,6,5
2025-11-02 05:10:00,0,0
2025-11-02 05:15:00,0,0
2025-11-02 05:20:00,0,0
2025-11-02 05:25:00,0,0
2025-11-02 05:30:00,0,0
2025-11-02 05:35:00,0,0
2025-11-02 05:40:00,0,0
2025-11-02 05:45:00,0,0
2025-11-02 05:50:00,0,0
2025-11-02 05:55:00,0,0
2025-11-02 06:00:00,0,0
2025-11-02 06:05:00,0,0
2025-11-02 06:10:00,0,0
2025-11-02 06:15:00,0,0
2025-11-02 06:20:00,0,0
2025-11-02 06:25:00,0,0
2025-11-02 06:30:00,0,0
2025-11-02 06:35:00,0,0
2025-11-02 06:40:00,0,0
2025-11-02 06:45:00,0,0
2025-11-02 06:50:00,0,0
2025-11-02 06:55:00,0,0
2025-11-02 07:00:00,0,0
2025-11-02 07:05:00,0,0
2025-11-02 07:10:00,2,1
2025-11-02 07:15:00,0,0
2025-11-02 07:20:00,0,0
2025-11-02 07:25:00,0,0
2025-11-02 07:30:00,0,0
2025-11-02 07:35:00,4,2
2025-11-02 07:40:00,0,0
2025-11-02 07:45:00,0,0
2025-11-02 07:50:00,0,0
2025-11-02 07:55:00,7,7
2025-11-02 08:00:00,1,1
2025-11-02 08:05:00,1,1
2025-11-02 08:10:00,1,1
2025-11-02 08:15:00,1,3
2025-11-02 08:20:00,0,0
2025-11-02 08:25:00,0,0
2025-11-02 08:30:00,6,4
2025-11-02 08:35:00,1,3
2025-11-02 08:40:00,1,1
2025-11-02 08:45:00,0,0
2025-11-02 08:50:00,0,0
2025-11-02 08:55:00,1,1
2025-11-02 09:00:00,5,6
2025-11-02 09:05:00,2,5
2025-11-02 09:10:00,2,3
2025-11-02 09:15:00,3,2
2025-11-02 09:20:00,1,1
2025-11-02 09:25:00,1,1
2025-11-02 09:30:00,0,0
2025-11-02 09:35:00,3,3
2025-11-02 09:40:00,0,0
2025-11-02 09:45:00,0,0
2025-11-02 09:50:00,0,0
2025-11-02 09:55:00,0,0
2025-11-02 10:00:00,0,0
2025-11-02 10:05:00,0,0
2025-11-02 10:10:00,1,2
2025-11-02 10:15:00,4,2
2025-11-02 10:20:00,1,2
2025-11-02 10:25:00,2,2
2025-11-02 10:30:00,3,2
2025-11-02 10:35:00,0,0
2025-11-02 10:40:00,3,3
2025-11-02 10:45:00,1,1
2025-11-02 10:50:00,9,3
2025-11-02 10:55:00,3,2
2025-11-02 11:00:00,0,1
2025-11-02 11:05:00,0,0
2025-11-02 11:10:00,0,0
2025-11-02 11:15:00,0,0
2025-11-02 11:20:00,0,0
2025-11-02 11:25:00,0,0
2025-11-02 11:30:00,0,0
2025-11-02 11:35:00,2,1
2025-11-02 11:40:00,0,0
2025-11-02 11:45:00,0,0
2025-11-02 11:50:00,0,0
2025-11-02 11:55:00,2,0
2025-11-02 12:00:00,0,4
2025-11-02 12:05:00,4,1
2025-11-02 12:10:00,0,3
2025-11-02 12:15:00,4,4
2025-11-02 12:20:00,1,0
2025-11-02 12:25:00,4,3
2025-11-02 12:30:00,3,1
2025-11-02 12:35:00,2,4
2025-11-02 12:40:00,2,2
2025-11-02 12:45:00,4,3
2025-11-02 12:50:00,1,0
2025-11-02 12:55:00,3,2
2025-11-02 13:00:00,2,3
2025-11-02 13:05:00,5,5
2025-11-02 13:10:00,4,6
2025-11-02 13:15:00,2,2
2025-11-02 13:20:00,4,6
2025-11-02 13:25:00,1,0
2025-11-02 13:30:00,1,1
2025-11-02 13:35:00,3,4
2025-11-02 13:40:00,4,3
2025-11-02 13:45:00,7,4
2025-11-02 13:50:00,6,5
2025-11-02 13:55:00,7,1
2025-11-02 14:00:00,2,5
2025-11-02 14:05:00,5,3
2025-11-02 14:10:00,2,1
2025-11-02 14:15:00,0,0
2025-11-02 14:20:00,2,1
2025-11-02 14:25:00,5,3
2025-11-02 14:30:00,2,1
2025-11-02 14:35:00,0,0
2025-11-02 14:40:00,2,1
2025-11-02 14:45:00,1,1
2025-11-02 14:50:00,0,0
2025-11-02 14:55:00,0,0
2025-11-02 15:00:00,4,6
2025-11-02 15:05:00,0,0
2025-11-02 15:10:00,0,0
2025-11-02 15:15:00,3,3
2025-11-02 15:20:00,3,1
2025-11-02 15:25:00,2,0
2025-11-02 15:30:00,7,8
2025-11-02 15:35:00,6,7
2025-11-02 15:40:00,2,1
2025-11-02 15:45:00,1,0
2025-11-02 15:50:00,6,4
2025-11-02 15:55:00,6,3
2025-11-02 16:00:00,6,3
2025-11-02 16:05:00,2,4
2025-11-02 16:10:00,4,2
2025-11-02 16:15:00,2,2
2025-11-02 16:20:00,4,3
2025-11-02 16:25:00,3,1
2025-11-02 16:30:00,2,2
2025-11-02 16:35:00,0,0
2025-11-02 16:40:00,2,2
2025-11-02 16:45:00,0,0
2025-11-02 16:50:00,4,2
2025-11-02 16:55:00,4,2
2025-11-02 17:00:00,2,4
2025-11-02 17:05:00,4,2
2025-11-02 17:10:00,1,1
2025-11-02 17:15:00,3,3
2025-11-02 17:20:00,3,4
2025-11-02 17:25:00,2,2
2025-11-02 17:30:00,2,0
2025-11-02 17:35:00,3,3
2025-11-02 17:40:00,2,1
2025-11-02 17:45:00,4,8
2025-11-02 17:50:00,0,0
2025-11-02 17:55:00,0,0
2025-11-02 18:00:00,4,2
2025-11-02 18:05:00,0,0
2025-11-02 18:10:00,4,1
2025-11-02 18:15:00,4,5
2025-11-02 18:20:00,10,8
2025-11-02 18:25:00,4,3
2025-11-02 18:30:00,2,4
2025-11-02 18:35:00,8,6
2025-11-02 18:40:00,5,2
2025-11-02 18:45:00,5,6
2025-11-02 18:50:00,0,0
2025-11-02 18:55:00,2,1
2025-11-02 19:00:00,1,1
2025-11-02 19:05:00,0,0
2025-11-02 19:10:00,0,0
2025-11-02 19:15:00,4,2
2025-11-02 19:20:00,0,0
2025-11-02 19:25:00,0,0
2025-11-02 19:30:00,2,2
2025-11-02 19:35:00,0,0
2025-11-02 19:40:00,3,2
2025-11-02 19:45:00,0,0
2025-11-02 19:50:00,0,0
2025-11-02 19:55:00,0,0
2025-11-02 20:00:00,0,0
2025-11-02 20:05:00,0,0
2025-11-02 20:10:00,0,0
2025-11-02 20:15:00,0,0
2025-11-02 20:20:00,0,0
2025-11-02 20:25:00,5,7
2025-11-02 20:30:00,2,3
2025-11-02 20:35:00,1,2
2025-11-02 20:40:00,2,2
2025-11-02 20:45:00,0,0
2025-11-02 20:50:00,0,0
2025-11-02 20:55:00,2,4
2025-11-02 21:00:00,1,2
2025-11-02 21:05:00,0,0
2025-11-02 21:10:00,0,0
2025-11-02 21:15:00,0,0
2025-11-02 21:20:00,0,0
2025-11-02 21:25:00,0,0
2025-11-02 21:30:00,0,0
2025-11-02 21:35:00,0,0
2025-11-02 21:40:00,1,3
2025-11-02 21:45:00,0,0
2025-11-02 21:50:00,0,0
2025-11-02 21:55:00,2,4
2025-11-02 22:00:00,0,0
2025-11-02 22:05:00,1,3
2025-11-02 22:10:00,0,0
2025-11-02 22:15:00,0,0
2025-11-02 22:20:00,0,0
2025-11-02 22:25:00,0,0
2025-11-02 22:30:00,0,0
2025-11-02 22:35:00,0,0
2025-11-02 22:40:00,0,0
2025-11-02 22:45:00,0,0
2025-11-02 22:50:00,0,0
2025-11-02 22:55:00,0,0
2025-11-02 23:00:00,0,0
2025-11-02 23:05:00,0,0
2025-11-02 23:10:00,0,0
2025-11-02 23:15:00,0,0
2025-11-02 23:20:00,0,0
2025-11-02 23:25:00,0,0
2025-11-02 23:30:00,0,0
2025-11-02 23:35:00,0,0
2025-11-02 23:40:00,0,0
2025-11-02 23:45:00,0,0
2025-11-02 23:50:00,0,0
2025-11-02 23:55:00,0,0
2025-11-03 00:00:00,1,1
2025-11-03 00:05:00,0,0
2025-11-03 00:10:00,0,0
2025-11-03 00:15:00,0,0
2025-11-03 00:20:00,0,0
2025-11-03 00:25:00,0,0
2025-11-03 00:30:00,0,0
2025-11-03 00:35:00,0,0
2025-11-03 00:40:00,0,0
2025-11-03 00:45:00,0,0
2025-11-03 00:50:00,0,0
2025-11-03 00:55:00,0,0
2025-11-03 01:00:00,0,0
2025-11-03 01:05:00,0,0
2025-11-03 01:10:00,0,0
2025-11-03 01:15:00,0,0
2025-11-03 01:20:00,0,0
2025-11-03 01:25:00,0,0
2025-11-03 01:30:00,0,0
2025-11-03 01:35:00,0,0
2025-11-03 01:40:00,0,0
2025-11-03 01:45:00,0,0
2025-11-03 01:50:00,0,0
2025-11-03 01:55:00,0,0
2025-11-03 02:00:00,0,0
2025-11-03 02:05:00,0,0
2025-11-03 02:10:00,0,0
2025-11-03 02:15:00,0,0
2025-11-03 02:20:00,0,0
2025-11-03 02:25:00,0,0
2025-11-03 02:30:00,0,0
2025-11-03 02:35:00,0,0
2025-11-03 02:40:00,0,0
2025-11-03 02:45:00,0,0
2025-11-03 02:50:00,0,0
2025-11-03 02:55:00,0,0
2025-11-03 03:00:00,0,0
2025-11-03 03:05:00,0,0
2025-11-03 03:10:00,0,0
2025-11-03 03:15:00,0,0
2025-11-03 03:20:00,0,0
2025-11-03 03:25:00,0,0
2025-11-03 03:30:00,0,0
2025-11-03 03:35:00,0,0
2025-11-03 03:40:00,0,0
2025-11-03 03:45:00,0,0
2025-11-03 03:50:00,0,0
2025-11-03 03:55:00,0,0
2025-11-03 04:00:00,0,0
2025-11-03 04:05:00,0,0
2025-11-03 04:10:00,0,0
2025-11-03 04:15:00,0,0
2025-11-03 04:20:00,0,0
2025-11-03 04:25:00,0,0
2025-11-03 04:30:00,0,0
2025-11-03 04:35:00,0,0
2025-11-03 04:40:00,0,0
2025-11-03 04:45:00,0,0
2025-11-03 04:50:00,0,0
2025-11-03 04:55:00,0,0
2025-11-03 05:00:00,2,1
2025-11-03 05:05:00,11,4
2025-11-03 05:10:00,0,0
2025-11-03 05:15:00,0,0
2025-11-03 05:20:00,0,0
2025-11-03 05:25:00,0,0
2025-11-03 05:30:00,0,0
2025-11-03 05:35:00,0,0
2025-11-03 05:40:00,0,0
2025-11-03 05:45:00,0,0
2025-11-03 05:50:00,0,0
2025-11-03 05:55:00,0,0
2025-11-03 06:00:00,0,0
2025-11-03 06:05:00,0,0
2025-11-03 06:10:00,0,0
2025-11-03 06:15:00,0,0
2025-11-03 06:20:00,0,0
2025-11-03 06:25:00,2,2
2025-11-03 06:30:00,2,2
2025-11-03 06:35:00,0,0
2025-11-03 06:40:00,2,3
2025-11-03 06:45:00,1,1
2025-11-03 06:50:00,7,6
2025-11-03 06:55:00,7,6
2025-11-03 07:00:00,3,3
2025-11-03 07:05:00,3,3
2025-11-03 07:10:00,4,3
2025-11-03 07:15:00,7,7
2025-11-03 07:20:00,6,8
2025-11-03 07:25:00,1,4
2025-11-03 07:30:00,2,2
2025-11-03 07:35:00,5,3
2025-11-03 07:40:00,0,0
2025-11-03 07:45:00,3,2
2025-11-03 07:50:00,8,5
2025-11-03 07:55:00,1,3
2025-11-03 08:00:00,2,2
2025-11-03 08:05:00,0,0
2025-11-03 08:10:00,3,3
2025-11-03 08:15:00,1,2
2025-11-03 08:20:00,3,2
2025-11-03 08:25:00,7,7
2025-11-03 08:30:00,3,5
2025-11-03 08:35:00,10,8
2025-11-03 08:40:00,6,9
2025-11-03 08:45:00,6,4
2025-11-03 08:50:00,12,8
2025-11-03 08:55:00,13,19
2025-11-03 09:00:00,17,15
2025-11-03 09:05:00,19,28
2025-11-03 09:10:00,11,19
2025-11-03 09:15:00,15,23
2025-11-03 09:20:00,18,36
2025-11-03 09:25:00,23,38
2025-11-03 09:30:00,22,41
2025-11-03 09:35:00,25,55
2025-11-03 09:40:00,32,69
2025-11-03 09:45:00,33,85
2025-11-03 09:50:00,28,83
2025-11-03 09:55:00,32,127
2025-11-03 10:00:00,35,112
2025-11-03 10:05:00,38,103
2025-11-03 10:10:00,52,133
2025-11-03 10:15:00,55,131
2025-11-03 10:20:00,48,154
2025-11-03 10:25:00,45,165
2025-11-03 10:30:00,52,168
2025-11-03 10:35:00,45,153
2025-11-03 10:40:00,55,180
2025-11-03 10:45:00,57,158
2025-11-03 10:50:00,51,153
2025-11-03 10:55:00,57,157
2025-11-03 11:00:00,57,114
2025-11-03 11:05:00,55,103
2025-11-03 11:10:00,48,83
2025-11-03 11:15:00,54,83
2025-11-03 11:20:00,53,80
2025-11-03 11:25:00,55,88
2025-11-03 11:30:00,54,77
2025-11-03 11:35:00,55,64
2025-11-03 11:40:00,57,82
2025-11-03 11:45:00,63,77
2025-11-03 11:50:00,63,71
2025-11-03 11:55:00,83,84
2025-11-03 12:00:00,82,170
2025-11-03 12:05:00,95,191
2025-11-03 12:10:00,99,196
2025-11-03 12:15:00,75,188
2025-11-03 12:20:00,78,189
2025-11-03 12:25:00,78,172
2025-11-03 12:30:00,79,202
2025-11-03 12:35:00,84,180
2025-11-03 12:40:00,62,140
2025-11-03 12:45:00,78,161
2025-11-03 12:50:00,81,154
2025-11-03 12:55:00,83,153
2025-11-03 13:00:00,74,147
2025-11-03 13:05:00,52,102
2025-11-03 13:10:00,59,120
2025-11-03 13:15:00,54,150
2025-11-03 13:20:00,53,110
2025-11-03 13:25:00,73,156
2025-11-03 13:30:00,55,182
2025-11-03 13:35:00,54,179
2025-11-03 13:40:00,73,158
2025-11-03 13:45:00,55,195
2025-11-03 13:50:00,61,122
2025-11-03 13:55:00,63,192
2025-11-03 14:00:00,76,191
2025-11-03 14:05:00,71,145
2025-11-03 14:10:00,62,95
2025-11-03 14:15:00,71,107
2025-11-03 14:20:00,56,87
2025-11-03 14:25:00,61,73
2025-11-03 14:30:00,47,70
2025-11-03 14:35:00,38,58
2025-11-03 14:40:00,45,61
2025-11-03 14:45:00,34,46
2025-11-03 14:50:00,56,59
2025-11-03 14:55:00,48,64
2025-11-03 15:00:00,58,74
2025-11-03 15:05:00,42,84
2025-11-03 15:10:00,45,68
2025-11-03 15:15:00,38,52
2025-11-03 15:20:00,39,59
2025-11-03 15:25:00,42,53
2025-11-03 15:30:00,52,80
2025-11-03 15:35:00,36,49
2025-11-03 15:40:00,45,55
2025-11-03 15:45:00,42,57
2025-11-03 15:50:00,52,74
2025-11-03 15:55:00,55,68
2025-11-03 16:00:00,49,55
2025-11-03 16:05:00,54,79
2025-11-03 16:10:00,49,66
2025-11-03 16:15:00,58,73
2025-11-03 16:20:00,50,83
2025-11-03 16:25:00,47,66
2025-11-03 16:30:00,47,79
2025-11-03 16:35:00,54,72
2025-11-03 16:40:00,51,63
2025-11-03 16:45:00,50,68
2025-11-03 16:50:00,48,76
2025-11-03 16:55:00,70,99
2025-11-03 17:00:00,56,96
2025-11-03 17:05:00,43,54
2025-11-03 17:10:00,41,49
2025-11-03 17:15:00,42,69
2025-11-03 17:20:00,31,52
2025-11-03 17:25:00,38,43
2025-11-03 17:30:00,54,62
2025-11-03 17:35:00,38,54
2025-11-03 17:40:00,42,48
2025-11-03 17:45:00,34,51
2025-11-03 17:50:00,37,48
2025-11-03 17:55:00,46,55
2025-11-03 18:00:00,92,78
2025-11-03 18:05:00,87,79
2025-11-03 18:10:00,79,94
2025-11-03 18:15:00,88,84
2025-11-03 18:20:00,85,88
2025-11-03 18:25:00,96,91
2025-11-03 18:30:00,93,114
2025-11-03 18:35:00,99,133
2025-11-03 18:40:00,112,106
2025-11-03 18:45:00,94,128
2025-11-03 18:50:00,92,104
2025-11-03 18:55:00,98,121
2025-11-03 19:00:00,95,119
2025-11-03 19:05:00,102,131
2025-11-03 19:10:00,103,125
2025-11-03 19:15:00,92,110
2025-11-03 19:20:00,84,82
2025-11-03 19:25:00,81,94
2025-11-03 19:30:00,106,104
2025-11-03 19:35:00,81,84
2025-11-03 19:40:00,86,79
2025-11-03 19:45:00,68,90
2025-11-03 19:50:00,56,59
2025-11-03 19:55:00,51,62
2025-11-03 20:00:00,31,47
2025-11-03 20:05:00,39,54
2025-11-03 20:10:00,53,62
2025-11-03 20:15:00,41,50
2025-11-03 20:20:00,45,61
