Time,hall_up,hall_down,car_calls,people_in,people_out,total_stops,maint_events,hour,minute,day_of_week,day_name,is_weekend,total_demand,traffic_state_id,traffic_state
2025-11-01 16:25:00,2,1,3,10,8,8,0,16,25,5,Saturday,True,6,1,Idle Period
2025-11-01 16:30:00,1,0,1,4,4,2,0,16,30,5,Saturday,True,2,1,Idle Period
2025-11-01 16:35:00,5,1,5,10,11,10,0,16,35,5,Saturday,True,11,1,Idle Period
2025-11-01 16:40:00,0,3,3,7,6,6,0,16,40,5,Saturday,True,6,1,Idle Period
2025-11-01 16:45:00,2,3,4,6,6,7,0,16,45,5,Saturday,True,9,1,Idle Period
2025-11-01 16:50:00,2,3,4,12,9,9,0,16,50,5,Saturday,True,9,1,Idle Period
2025-11-01 16:55:00,0,1,2,2,3,4,0,16,55,5,Saturday,True,3,1,Idle Period
2025-11-01 17:00:00,0,1,1,0,0,1,0,17,0,5,Saturday,True,2,1,Idle Period
2025-11-01 17:05:00,0,2,2,5,5,5,0,17,5,5,Saturday,True,4,1,Idle Period
2025-11-01 17:10:00,0,0,0,0,0,0,0,17,10,5,Saturday,True,0,1,Idle Period
2025-11-01 17:15:00,1,1,2,1,1,1,0,17,15,5,Saturday,True,4,1,Idle Period
2025-11-01 17:20:00,1,0,1,2,2,4,0,17,20,5,Saturday,True,2,1,Idle Period
2025-11-01 17:25:00,0,0,0,0,0,0,0,17,25,5,Saturday,True,0,1,Idle Period
2025-11-01 17:30:00,1,0,0,0,0,0,0,17,30,5,Saturday,True,1,1,Idle Period
2025-11-01 17:35:00,1,0,2,2,2,5,0,17,35,5,Saturday,True,3,1,Idle Period
2025-11-01 17:40:00,1,1,2,2,3,5,0,17,40,5,Saturday,True,4,1,Idle Period
2025-11-01 17:45:00,0,1,1,2,1,4,0,17,45,5,Saturday,True,2,1,Idle Period
2025-11-01 17:50:00,1,1,2,2,1,3,0,17,50,5,Saturday,True,4,1,Idle Period
2025-11-01 17:55:00,0,1,1,3,4,4,0,17,55,5,Saturday,True,2,1,Idle Period
2025-11-01 18:00:00,0,0,0,0,0,0,0,18,0,5,Saturday,True,0,4,Evening Peak
2025-11-01 18:05:00,0,1,1,1,1,3,0,18,5,5,Saturday,True,2,4,Evening Peak
2025-11-01 18:10:00,0,0,0,0,0,0,0,18,10,5,Saturday,True,0,4,Evening Peak
2025-11-01 18:15:00,0,1,1,1,1,3,0,18,15,5,Saturday,True,2,4,Evening Peak
2025-11-01 18:20:00,1,1,2,2,2,6,0,18,20,5,Saturday,True,4,4,Evening Peak
2025-11-01 18:25:00,0,1,1,1,1,3,0,18,25,5,Saturday,True,2,4,Evening Peak
2025-11-01 18:30:00,0,2,2,3,2,4,0,18,30,5,Saturday,True,4,4,Evening Peak
2025-11-01 18:35:00,1,1,2,3,2,4,0,18,35,5,Saturday,True,4,4,Evening Peak
2025-11-01 18:40:00,4,0,4,6,5,7,0,18,40,5,Saturday,True,8,4,Evening Peak
2025-11-01 18:45:00,1,0,1,1,2,2,0,18,45,5,Saturday,True,2,4,Evening Peak
2025-11-01 18:50:00,0,1,1,2,1,3,0,18,50,5,Saturday,True,2,4,Evening Peak
2025-11-01 18:55:00,1,0,1,1,1,2,0,18,55,5,Saturday,True,2,4,Evening Peak
2025-11-01 19:00:00,0,0,0,0,0,0,0,19,0,5,Saturday,True,0,4,Evening Peak
2025-11-01 19:05:00,0,0,0,0,0,0,0,19,5,5,Saturday,True,0,4,Evening Peak
2025-11-01 19:10:00,0,0,0,0,0,0,0,19,10,5,Saturday,True,0,4,Evening Peak
2025-11-01 19:15:00,0,0,0,0,0,0,0,19,15,5,Saturday,True,0,4,Evening Peak
2025-11-01 19:20:00,0,1,1,2,1,2,0,19,20,5,Saturday,True,2,4,Evening Peak
2025-11-01 19:25:00,0,0,0,0,0,0,0,19,25,5,Saturday,True,0,4,Evening Peak
2025-11-01 19:30:00,0,0,0,0,0,0,0,19,30,5,Saturday,True,0,4,Evening Peak
2025-11-01 19:35:00,2,0,1,1,1,2,0,19,35,5,Saturday,True,3,4,Evening Peak
2025-11-01 19:40:00,1,1,2,4,3,5,0,19,40,5,Saturday,True,4,4,Evening Peak
2025-11-01 19:45:00,0,1,1,3,0,2,0,19,45,5,Saturday,True,2,4,Evening Peak
2025-11-01 19:50:00,0,0,0,0,3,0,0,19,50,5,Saturday,True,0,4,Evening Peak
2025-11-01 19:55:00,0,0,0,0,0,0,0,19,55,5,Saturday,True,0,4,Evening Peak
2025-11-01 20:00:00,0,0,0,0,0,0,0,20,0,5,Saturday,True,0,1,Idle Period
2025-11-01 20:05:00,0,0,0,0,0,0,0,20,5,5,Saturday,True,0,1,Idle Period
2025-11-01 20:10:00,0,0,0,0,0,0,0,20,10,5,Saturday,True,0,1,Idle Period
2025-11-01 20:15:00,0,1,1,1,1,1,0,20,15,5,Saturday,True,2,1,Idle Period
2025-11-01 20:20:00,1,0,1,2,2,3,0,20,20,5,Saturday,True,2,1,Idle Period
2025-11-01 20:25:00,0,0,0,0,0,0,0,20,25,5,Saturday,True,0,1,Idle Period
2025-11-01 20:30:00,0,0,0,0,0,0,0,20,30,5,Saturday,True,0,1,Idle Period
2025-11-01 20:35:00,0,0,0,0,0,0,0,20,35,5,Saturday,True,0,1,Idle Period
2025-11-01 20:40:00,0,0,0,0,0,0,0,20,40,5,Saturday,True,0,1,Idle Period
2025-11-01 20:45:00,0,0,0,0,0,0,0,20,45,5,Saturday,True,0,1,Idle Period
2025-11-01 20:50:00,2,0,1,2,0,2,0,20,50,5,Saturday,True,3,1,Idle Period
2025-11-01 20:55:00,0,1,1,2,5,3,0,20,55,5,Saturday,True,2,1,Idle Period
2025-11-01 21:00:00,0,0,0,0,0,1,0,21,0,5,Saturday,True,0,1,Idle Period
2025-11-01 21:05:00,0,0,0,0,0,0,0,21,5,5,Saturday,True,0,1,Idle Period
2025-11-01 21:10:00,0,0,0,0,0,0,0,21,10,5,Saturday,True,0,1,Idle Period
2025-11-01 21:15:00,0,0,0,0,0,0,0,21,15,5,Saturday,True,0,1,Idle Period
2025-11-01 21:20:00,0,0,0,0,0,0,0,21,20,5,Saturday,True,0,1,Idle Period
2025-11-01 21:25:00,2,1,2,6,8,6,0,21,25,5,Saturday,True,5,1,Idle Period
2025-11-01 21:30:00,0,0,0,0,0,0,0,21,30,5,Saturday,True,0,1,Idle Period
2025-11-01 21:35:00,0,1,1,2,3,3,0,21,35,5,Saturday,True,2,1,Idle Period
2025-11-01 21:40:00,0,0,0,0,0,0,0,21,40,5,Saturday,True,0,1,Idle Period
2025-11-01 21:45:00,0,0,0,0,0,0,0,21,45,5,Saturday,True,0,1,Idle Period
2025-11-01 21:50:00,0,0,0,0,0,0,0,21,50,5,Saturday,True,0,1,Idle Period
2025-11-01 21:55:00,0,0,0,0,0,0,0,21,55,5,Saturday,True,0,1,Idle Period
2025-11-01 22:00:00,0,1,1,3,4,2,0,22,0,5,Saturday,True,2,1,Idle Period
2025-11-01 22:05:00,2,0,1,0,0,0,0,22,5,5,Saturday,True,3,1,Idle Period
2025-11-01 22:10:00,1,2,3,6,7,9,0,22,10,5,Saturday,True,6,1,Idle Period
2025-11-01 22:15:00,0,1,1,3,0,1,0,22,15,5,Saturday,True,2,1,Idle Period
2025-11-01 22:20:00,0,0,0,0,2,2,0,22,20,5,Saturday,True,0,1,Idle Period
2025-11-01 22:25:00,0,0,0,0,0,0,0,22,25,5,Saturday,True,0,1,Idle Period
2025-11-01 22:30:00,0,0,0,0,0,0,0,22,30,5,Saturday,True,0,1,Idle Period
2025-11-01 22:35:00,0,0,0,0,0,0,0,22,35,5,Saturday,True,0,1,Idle Period
2025-11-01 22:40:00,0,0,0,0,0,0,0,22,40,5,Saturday,True,0,1,Idle Period
2025-11-01 22:45:00,0,0,0,0,0,0,0,22,45,5,Saturday,True,0,1,Idle Period
